level,scanner,category,path,message,recommendation
ERROR,model_file_scanner,missing_model_file,C:\Users\kozakka\monai_test\audit_cyber_monoai\monoai_demo_projects\models,Model file does not exist.,
ERROR,dataset_metadata_scanner,missing_dataset_root,C:\Users\kozakka\monai_test\audit_cyber_monoai\monoai_demo_projects\data,Dataset root does not exist.,
INFO,monai_transform_scanner,transform_review,C:\Users\kozakka\monai_test\audit_cyber_monoai\monoai_demo_projects\01_healthy_project\train.py:6,LoadImaged: Verify file paths are controlled and not user-supplied without validation.,
INFO,monai_transform_scanner,transform_review,C:\Users\kozakka\monai_test\audit_cyber_monoai\monoai_demo_projects\01_healthy_project\train.py:8,Orientationd: Orientation changes coordinate convention. Confirm image and label transforms are synchronized.,
INFO,monai_transform_scanner,transform_review,C:\Users\kozakka\monai_test\audit_cyber_monoai\monoai_demo_projects\01_healthy_project\train.py:9,Spacingd: Spacing changes voxel geometry. Confirm spacing is logged and consistent with labels.,
INFO,monai_transform_scanner,transform_review,C:\Users\kozakka\monai_test\audit_cyber_monoai\monoai_demo_projects\02_missing_model\train.py:6,LoadImaged: Verify file paths are controlled and not user-supplied without validation.,
INFO,monai_transform_scanner,transform_review,C:\Users\kozakka\monai_test\audit_cyber_monoai\monoai_demo_projects\02_missing_model\train.py:8,Orientationd: Orientation changes coordinate convention. Confirm image and label transforms are synchronized.,
INFO,monai_transform_scanner,transform_review,C:\Users\kozakka\monai_test\audit_cyber_monoai\monoai_demo_projects\02_missing_model\train.py:9,Spacingd: Spacing changes voxel geometry. Confirm spacing is logged and consistent with labels.,
INFO,monai_transform_scanner,transform_review,C:\Users\kozakka\monai_test\audit_cyber_monoai\monoai_demo_projects\03_missing_bundle\train.py:6,LoadImaged: Verify file paths are controlled and not user-supplied without validation.,
INFO,monai_transform_scanner,transform_review,C:\Users\kozakka\monai_test\audit_cyber_monoai\monoai_demo_projects\03_missing_bundle\train.py:8,Orientationd: Orientation changes coordinate convention. Confirm image and label transforms are synchronized.,
INFO,monai_transform_scanner,transform_review,C:\Users\kozakka\monai_test\audit_cyber_monoai\monoai_demo_projects\03_missing_bundle\train.py:9,Spacingd: Spacing changes voxel geometry. Confirm spacing is logged and consistent with labels.,
INFO,monai_transform_scanner,transform_review,C:\Users\kozakka\monai_test\audit_cyber_monoai\monoai_demo_projects\04_corrupted_dataset\train.py:6,LoadImaged: Verify file paths are controlled and not user-supplied without validation.,
INFO,monai_transform_scanner,transform_review,C:\Users\kozakka\monai_test\audit_cyber_monoai\monoai_demo_projects\04_corrupted_dataset\train.py:8,Orientationd: Orientation changes coordinate convention. Confirm image and label transforms are synchronized.,
INFO,monai_transform_scanner,transform_review,C:\Users\kozakka\monai_test\audit_cyber_monoai\monoai_demo_projects\04_corrupted_dataset\train.py:9,Spacingd: Spacing changes voxel geometry. Confirm spacing is logged and consistent with labels.,
INFO,monai_transform_scanner,transform_review,C:\Users\kozakka\monai_test\audit_cyber_monoai\monoai_demo_projects\05_wrong_labels\train.py:6,LoadImaged: Verify file paths are controlled and not user-supplied without validation.,
INFO,monai_transform_scanner,transform_review,C:\Users\kozakka\monai_test\audit_cyber_monoai\monoai_demo_projects\05_wrong_labels\train.py:8,Orientationd: Orientation changes coordinate convention. Confirm image and label transforms are synchronized.,
INFO,monai_transform_scanner,transform_review,C:\Users\kozakka\monai_test\audit_cyber_monoai\monoai_demo_projects\05_wrong_labels\train.py:9,Spacingd: Spacing changes voxel geometry. Confirm spacing is logged and consistent with labels.,
INFO,monai_transform_scanner,transform_review,C:\Users\kozakka\monai_test\audit_cyber_monoai\monoai_demo_projects\06_untrusted_pt_model\train.py:6,LoadImaged: Verify file paths are controlled and not user-supplied without validation.,
INFO,monai_transform_scanner,transform_review,C:\Users\kozakka\monai_test\audit_cyber_monoai\monoai_demo_projects\06_untrusted_pt_model\train.py:8,Orientationd: Orientation changes coordinate convention. Confirm image and label transforms are synchronized.,
INFO,monai_transform_scanner,transform_review,C:\Users\kozakka\monai_test\audit_cyber_monoai\monoai_demo_projects\06_untrusted_pt_model\train.py:9,Spacingd: Spacing changes voxel geometry. Confirm spacing is logged and consistent with labels.,
INFO,monai_transform_scanner,transform_review,C:\Users\kozakka\monai_test\audit_cyber_monoai\monoai_demo_projects\07_incomplete_metadata\train.py:6,LoadImaged: Verify file paths are controlled and not user-supplied without validation.,
INFO,monai_transform_scanner,transform_review,C:\Users\kozakka\monai_test\audit_cyber_monoai\monoai_demo_projects\07_incomplete_metadata\train.py:8,Orientationd: Orientation changes coordinate convention. Confirm image and label transforms are synchronized.,
INFO,monai_transform_scanner,transform_review,C:\Users\kozakka\monai_test\audit_cyber_monoai\monoai_demo_projects\07_incomplete_metadata\train.py:9,Spacingd: Spacing changes voxel geometry. Confirm spacing is logged and consistent with labels.,
INFO,monai_transform_scanner,transform_review,C:\Users\kozakka\monai_test\audit_cyber_monoai\monoai_demo_projects\08_research_prototype\train.py:6,LoadImaged: Verify file paths are controlled and not user-supplied without validation.,
INFO,monai_transform_scanner,transform_review,C:\Users\kozakka\monai_test\audit_cyber_monoai\monoai_demo_projects\08_research_prototype\train.py:9,RandAffined: Random transform affects reproducibility. Set deterministic seed for audits and regulated experiments.,
INFO,monai_transform_scanner,transform_review,C:\Users\kozakka\monai_test\audit_cyber_monoai\monoai_demo_projects\08_research_prototype\train.py:10,RandGaussianNoised: Random transform affects reproducibility. Set deterministic seed for audits and regulated experiments.,
INFO,monai_transform_scanner,transform_review,C:\Users\kozakka\monai_test\audit_cyber_monoai\monoai_demo_projects\09_clinical_candidate\train.py:6,LoadImaged: Verify file paths are controlled and not user-supplied without validation.,
INFO,monai_transform_scanner,transform_review,C:\Users\kozakka\monai_test\audit_cyber_monoai\monoai_demo_projects\09_clinical_candidate\train.py:8,Orientationd: Orientation changes coordinate convention. Confirm image and label transforms are synchronized.,
INFO,monai_transform_scanner,transform_review,C:\Users\kozakka\monai_test\audit_cyber_monoai\monoai_demo_projects\09_clinical_candidate\train.py:9,Spacingd: Spacing changes voxel geometry. Confirm spacing is logged and consistent with labels.,
INFO,monai_transform_scanner,transform_review,C:\Users\kozakka\monai_test\audit_cyber_monoai\monoai_demo_projects\10_bad_mask_values\train.py:6,LoadImaged: Verify file paths are controlled and not user-supplied without validation.,
INFO,monai_transform_scanner,transform_review,C:\Users\kozakka\monai_test\audit_cyber_monoai\monoai_demo_projects\10_bad_mask_values\train.py:8,Orientationd: Orientation changes coordinate convention. Confirm image and label transforms are synchronized.,
INFO,monai_transform_scanner,transform_review,C:\Users\kozakka\monai_test\audit_cyber_monoai\monoai_demo_projects\10_bad_mask_values\train.py:9,Spacingd: Spacing changes voxel geometry. Confirm spacing is logged and consistent with labels.,
INFO,monai_transform_scanner,transform_review,C:\Users\kozakka\monai_test\audit_cyber_monoai\monoai_demo_projects\11_nan_image\train.py:6,LoadImaged: Verify file paths are controlled and not user-supplied without validation.,
INFO,monai_transform_scanner,transform_review,C:\Users\kozakka\monai_test\audit_cyber_monoai\monoai_demo_projects\11_nan_image\train.py:8,Orientationd: Orientation changes coordinate convention. Confirm image and label transforms are synchronized.,
INFO,monai_transform_scanner,transform_review,C:\Users\kozakka\monai_test\audit_cyber_monoai\monoai_demo_projects\11_nan_image\train.py:9,Spacingd: Spacing changes voxel geometry. Confirm spacing is logged and consistent with labels.,
